deviation,ICANTEN_ID,ICSCHEME_ID,ECHLOC_ID,ELMTYPE_ID,ITB_ID,ITBTYPE_ID,PHASE_ID,DIVNAME_ID,LIMMAT_ID,DIVMAT_ID,WALMAT_ID,CONFIG_ID,AUXHEAT_ID,ITER_questionable,ind,TOK,TOK_ID,DIVNAME,LCUPDATE,DATE,SHOT,TIME,TIME_ID,T1,T2,AUXHEAT,PHASE,HYBRID,ITB,ITBTYPE,ELMTYPE,ELMFREQ,ELMMAX,ELMDUR,ELMINT,OLTIME,LHTIME,TPI,ISEQ,MEFF,PGASA,PGASZ,BGASA,BGASZ,BGASA2,BGASZ2,PELLET,FUELRATE,XGASZ,XGASA,CONFIG,RGEO,RMAG,AMIN,AAREA,KAPPA,KAPPAA,KAREA,DELTA,DELTAU,DELTAL,INDENT,AREA,VOL,SEPLIM,XPLIM,WALMAT,DIVMAT,LIMMAT,EVAP,DALFMP,DALFDV,IGRADB,BT,IEML,PREMAG,IP,VSURF,Q95,SH95,BEILI2,BEIMHD,BEPMHD,BETMHD,BEPDIA,BMHDMDIA,TAUCR,FBS,RHOQ2,RHOINV,NEL,NELFORM,DNELDT,NEV,NE0,NE0TSC,ZEFF,ZEFFNEO,PRAD,POHM,ENBI,PINJ,BSOURCE,PINJ2,BSOURCE2,COCTR,PNBI,PFLOSS,ECHFREQ,ECHMODE,ECHLOC,PECRHC,PECRH,ICFREQ,ICSCHEME,ICANTEN,PICRHC,PICRH,PALPHA,DWDIA,DWDIAPAR,DWMHD,DWHC,TEV,TE0,TE0TSC,TIV,TI0,TICX0,WDIA,WMHD,WKIN,WEKIN,WIKIN,WROT,WFPER,WFPAR,WFFORM,WFANI,WFICRH,WFICRHP,WFICFORM,ICFORM,WFANIIC,TAUDIA,TAUMHD,TAUTH1,TAUTH2,WTOT,WTH,PL,PLTH,TAUTOT,TAUTH,TAUC92,TAUC93,H89,HITER96L,H93,HITER92Y,HEPS97,HIPB98Y,HIPB98Y1,HIPB98Y2,HIPB98Y3,HIPB98Y4,OMGAIMP0,OMGAIMPH,OMGAM0,OMGAMH,SPIN,TORQ,TORQBM,TORQIN,VTOR0,VTORV,VTORIMP,STANDARD,SELDB1,SELDB2,SELDB2X,IAEA92,DB2P5,DB2P8,DB3IS,DB3V5,IAE2000N,IAE2000X,HMWS2003,IAE2004S,IAE2004I,DB3DONLY,HMWS2005,OJK2006,SELDB3,SELDB3X,SELDB4,STDDB4V5,NEGW,NEL/NEGW,NUSTAREAV,QCYL,NUSTARECYL,RHOSTAR,BETATHT,TI0/TE0,BETAN,EPS
dev,1,1,1,7,1,1,8,7,1,4,3,3,2,0,12258,NSTX,19,NONAME,20061220,20050513,115764,0.49,490,0.34,0.64,NB,HSELMH,NO,UNKNOWN,NA,TYPE-V,80.0,0.09811,,,0.06,0.15,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN(L),0.8326,1.0,0.6,0.5841938644,2.217,2.10172453,1.94876122,0.6539,0.4793,0.6539,0.0,2.377,11.53,0.0475,0.2285,C,C,NONE,NONE,1.505,0.1375,-1,0.4396,0.0,NO,0.989,0.3892,7.921,11.41,1.311,,0.9685,0.1864,0.9681,,5.31047768,,,0.35186107,6.763,0,1.707e20,5.899e19,8.115e19,8.115e19,1.5,,395900.0,493800.0,89260.0,6.001e6,453817,0.0,0,1.0,6.01e6,1.661e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,-461300.0,,251800.0,0,642.6,1162.0,1162.0,708.3,1243.0,,264300.0,264400.0,220900.0,113200.0,107700.0,,27180.0,12770.0,39950.0,0.6804,0,0,0.0,0,0.0,0.03794,0.04229,0.04812,0.04889,308700.0,220900.0,6.252e6,4.591,0.04937,0.05209,1.0,1.0,2.19443208,2.38260003,2.27645636,1.53872086,1.7583651,1.44123642,1.36309241,1.25153777,1.24524628,1.54017759,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111111111,1011111100,0,1,0.92242869,0.7331732,0.36781975,2.84203079,0.17596348,0.01388286,0.07282665,1.069707401,4.9711692619,0.7206341580590919
dev,1,1,1,7,1,1,8,7,1,4,3,3,2,0,12259,NSTX,19,NONAME,20061220,20050516,115777,0.56,560,0.41,0.71,NB,HSELMH,NO,UNKNOWN,NA,TYPE-V,220.0,0.1349,,,0.06,0.11,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN(L),0.8436,1.022,0.621,0.6025974601,2.138,2.01315731,1.8717719,0.6271,0.3732,0.6271,0.0,2.439,12.02,0.03754,0.1922,C,C,NONE,NONE,1.225,0.07,-1,0.4397,0.0,NO,0.7953,0.2919,9.019,11.05,1.42,,1.013,0.1314,1.081,,5.76908822,,,0.28408695,5.015,0,2.296e19,4.175e19,6.975e19,6.975e19,1.5,,93960.0,164900.0,88980.0,4.056e6,453817,0.0,0,1.0,4.044e6,420400.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,-50150.0,,-131400.0,0,580.7,1053.0,1053.0,648.8,1198.0,,202100.0,189400.0,163400.0,79760.0,83600.0,,25250.0,16090.0,41340.0,0.6108,0,0,0.0,0,0.0,0.04744,0.04364,0.04168,0.03777,240600.0,163400.0,4.34e6,3.92,0.05543,0.03858,1.0,1.0,2.52539066,2.18573171,2.01602367,1.36491717,1.61333182,1.34154897,1.25445176,1.14298093,1.11749551,1.36553122,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111111111,1011111100,0,1,0.69715105,0.7193563,0.37385312,3.52004901,0.19454948,0.0127481,0.05144299,1.1377018044,4.5114115654,0.7361308677098151
dev,1,1,1,7,1,1,8,7,1,4,3,3,2,0,12260,NSTX,19,NONAME,20061220,20050516,115785,0.58,580,0.43,0.73,NB,HSELMH,NO,UNKNOWN,NA,TYPE-V,200.0,0.1175,,,0.06,0.11,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN(L),0.8457,1.026,0.6245,0.6063250568,2.104,1.98330954,1.84471814,0.6155,0.3208,0.6155,0.0,2.43,12.01,0.03608,0.1988,C,C,NONE,NONE,1.125,0.0475,-1,0.4396,0.0,NO,0.7899999999999999,0.2647,8.783,11.03,1.401,,0.9833,0.1293,1.067,,6.3352419,,,0.28723393,4.741,0,6.82e19,4.008e19,6.718e19,6.718e19,1.5,,80920.0,171200.0,89410.0,4.167e6,453817,0.0,0,1.0,4.14e6,414300.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,80700.0,,102400.0,0,573.5,1039.0,1039.0,651.1,1197.0,,201000.0,185200.0,156900.0,75970.0,80880.0,,25470.0,16370.0,41850.0,0.6087,0,0,0.0,0,0.0,0.0475,0.044,0.04134,0.03778,232500.0,156900.0,4.209e6,3.795,0.05523,0.0402,1.0,1.0,2.51469034,2.30302636,2.1037757,1.43479692,1.70862455,1.41807816,1.32472723,1.20483259,1.17614368,1.43531479,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111111111,1011111100,0,1,0.68401646,0.69311197,0.35228835,3.48148279,0.18619087,0.01260068,0.04953306,1.1520692974,4.4932601089,0.738441527728509
dev,1,1,1,7,1,1,8,7,1,4,3,3,2,0,12261,NSTX,19,NONAME,20061220,20050516,115787,0.51,510,0.36,0.66,NB,HSELMH,NO,UNKNOWN,NA,TYPE-V,220.0,0.1054,,,0.06,0.13,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN(L),0.8492,1.022,0.6184,0.5954698998,2.185,2.02595933,1.87977698,0.6395,0.3837,0.6395,0.0,2.434,12.05,0.04567,0.1677,C,C,NONE,NONE,1.67,0.065,-1,0.4396,0.0,NO,0.7888999999999999,0.344,8.834,9.982,1.375,,0.9635,0.1221,0.9832,,4.88818035,,,0.27605879,4.587,0,1.809e19,3.811e19,6.259e19,6.259e19,1.5,,60220.0,222100.0,89430.0,4.087e6,453817,0.0,0,1.0,4.06e6,314000.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,-93910.0,,-71210.0,0,527.2,1085.0,1085.0,575.1,1173.0,,177600.0,174000.0,133800.0,65940.0,67900.0,,23830.0,17570.0,41400.0,0.5756,0,0,0.0,0,0.0,0.04058,0.03997,0.03314,0.03283,205600.0,133800.0,4.353e6,4.039,0.04723,0.03437,1.0,1.0,2.15131707,2.02385633,1.8258257,1.24595206,1.48305953,1.2419642,1.18146112,1.07546803,1.04953772,1.2828793,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111111111,1011111100,0,1,0.70819495,0.64770301,0.41498313,3.62241677,0.22688731,0.01220051,0.04130998,1.0811059908,4.2074684933,0.7282147903909562
dev,1,1,1,7,1,1,8,7,1,4,3,3,2,0,12262,NSTX,19,NONAME,20061220,20050516,115788,0.55,550,0.4,0.7,NB,HSELMH,NO,UNKNOWN,NA,TYPE-V,220.0,0.09365,,,0.06,0.125,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN(L),0.8495,1.012,0.6177,0.596244581,2.165,2.01720579,1.88337451,0.6021,0.3305,0.6021,0.0,2.418,12.05,0.04667,0.1714,C,C,NONE,NONE,1.35,0.0525,-1,0.4395,0.0,NO,0.7902,0.2279,8.298,10.09,1.296,,0.8731,0.1133,0.9301,,7.39315489,,,0.28154376,4.116,0,-3.785e17,3.732e19,4.495e19,4.495e19,1.5,,63830.0,165300.0,89410.0,4.088e6,453817,0.0,0,1.0,4.048e6,800900.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,480800.0,,339600.0,0,535.5,1147.0,1147.0,587.8,1217.0,,171800.0,161300.0,125800.0,62010.0,63800.0,,25320.0,16240.0,41560.0,0.6093,0,0,0.0,0,0.0,0.04603,0.04163,0.04094,0.03896,173600.0,125800.0,3.874e6,3.073,0.0448,0.04154,1.0,1.0,1.9522144,2.0998181,1.87833306,1.30949877,1.57318176,1.32660651,1.2504523,1.12212115,1.09397832,1.33242144,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111111111,1011111100,0,1,0.70751985,0.58175046,0.34073326,3.55184571,0.19446163,0.01231291,0.03929171,1.0610287707,3.8925066686,0.7271336080047086
dev,1,1,1,7,1,1,8,7,1,4,3,3,2,0,12263,NSTX,19,NONAME,20061220,20050516,115791,0.55,550,0.4,0.7,NB,HSELMH,NO,UNKNOWN,NA,TYPE-V,200.0,0.1218,,,0.06,0.1,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN(L),0.8399,1.009,0.6266,0.6110569474,2.092,1.98949517,1.84810011,0.6115,0.3638,0.6115,0.0,2.454,12.03,0.02815,0.2153,C,C,NONE,NONE,1.245,0.07,-1,0.4396,0.0,NO,0.7933,0.3105,9.88,12.14,1.42,,1.033,0.1306,1.152,,5.38613398,,,0.28720356,4.683,0,5.962e19,3.96e19,6.504e19,6.504e19,1.5,,81130.0,193500.0,89370.0,4.104e6,453817,0.0,0,1.0,4.084e6,366800.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,75760.0,,-12910.0,0,535.9,971.5,971.5,589.3,1101.0,,211600.0,189900.0,141200.0,69500.0,71730.0,,25220.0,16130.0,41350.0,0.6099,0,0,0.0,0,0.0,0.05037,0.04426,0.036,0.03786,210800.0,141200.0,4.29e6,3.923,0.04914,0.03596,1.0,1.0,2.27651607,2.14850161,1.95305158,1.33381931,1.5913481,1.31587762,1.22126141,1.11085471,1.08517348,1.32347344,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111111111,1011111100,0,1,0.67627694,0.6924678,0.43748527,3.48185098,0.20556795,0.01213979,0.04483982,1.1332990221,4.5347546724,0.7460411953804025
dev,1,1,1,7,1,1,8,7,1,4,3,3,2,0,12264,NSTX,19,NONAME,20061220,20050516,115792,0.475,475,0.325,0.625,NB,HSELMH,NO,UNKNOWN,NA,TYPE-V,210.0,0.1293,,,0.06,0.13,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN(L),0.8736,1.035,0.6355,0.6041437883,2.148,1.94125422,1.78338902,0.6557,0.4119,0.6557,0.0,2.463,12.42,0.05305,0.1454,C,C,NONE,NONE,1.175,0.065,-1,0.4395,0.0,NO,0.7935,0.3188,8.841,6.798,1.307,,0.7964,0.1059,1.067,,5.45776668,,,0.27826884,4.421,0,3.786e19,3.544e19,6.125e19,6.125e19,1.5,,56740.0,243500.0,89380.0,4.097e6,453817,0.0,0,1.0,4.056e6,357900.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,108800.0,,221200.0,0,485.8,969.8,969.8,546.2,1232.0,,197000.0,147000.0,124700.0,59770.0,64960.0,,23610.0,16120.0,39730.0,0.5943,0,0,0.0,0,0.0,0.047,0.03603,0.03352,0.02882,200500.0,124700.0,4.079e6,3.7209999999999996,0.04915,0.03188,1.0,1.0,2.09294813,1.71280588,1.54112021,1.05296837,1.26205638,1.05794573,1.03007516,0.93853843,0.91122114,1.11383178,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111111111,1011111100,0,1,0.69201705,0.63885709,0.48463807,3.59364707,0.26265779,0.01139913,0.03606494,1.2703650237,3.7275498771,0.7274496336996336
dev,1,1,1,7,1,1,8,7,1,4,3,3,2,0,12265,NSTX,19,NONAME,20061220,20050518,115856,0.45,450,0.3,0.6,NB,HSELMH,NO,UNKNOWN,NA,TYPE-V,50.0,0.07454,,,0.06,0.12,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN(L),0.8334,0.9996,0.5876,0.570205186,2.379,2.24022589,2.07042012,0.7106,0.7106,0.7085,0.0,2.43,11.76,0.06072,0.1979,C,C,NONE,NONE,0.66,0.5325,1,0.4398,0.0,NO,0.995,0.161,8.412,11.2,1.358,,1.046,0.189,1.059,,12.927794,,,0.32799479,6.426,0,-4.731e18,5.755e19,7.295e19,7.295e19,1.952,,513800.0,25830.0,89710.0,6.191e6,453817,0.0,0,1.0,6.165e6,703700.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,977000.0,,794400.0,0,663.0,920.5,920.5,813.7,1570.0,,276700.0,273200.0,220900.0,114500.0,106400.0,,33490.0,15710.0,49200.0,0.6807,0,0,0.0,0,0.0,0.05307,0.05062,0.04708,0.04773,303600.0,220900.0,5.396e6,4.693,0.05626,0.0468,1.0,1.0,2.25392144,2.10342086,1.97726959,1.3417095,1.52810169,1.27535857,1.22231665,1.11767585,1.11313139,1.37974964,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111111111,1011111100,0,1,0.97411728,0.65967416,0.47023516,3.04882888,0.17462204,0.01439253,0.07062986,1.7055947854,4.9088044945,0.705063594912407
dev,1,1,1,7,1,1,8,7,1,4,3,3,2,0,12266,NSTX,19,NONAME,20061220,20050518,115857,0.58,580,0.43,0.73,NB,HSELMH,NO,UNKNOWN,NA,TYPE-V,150.0,0.08962,,,0.07,0.12,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN(L),0.8317,1.001,0.5895,0.5668200917,2.354,2.17634594,2.01046874,0.6946,0.6946,0.6929,0.0,2.376,11.47,0.05714,0.2046,C,C,NONE,NONE,0.92,0.7775,1,0.4396,0.0,NO,0.9911,0.2154,8.166,10.87,1.466,,1.127,0.2049,1.119,,9.60532801,,,0.32995426,7.843,0,1.413e20,7.143e19,8.94e19,8.94e19,1.791,,659100.0,223000.0,89730.0,6.114e6,453817,0.0,0,1.0,6.096e6,1.177e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,-121200.0,,-224200.0,0,702.4,1244.0,1244.0,752.3,1140.0,,287700.0,289700.0,264900.0,146300.0,118600.0,,29870.0,12620.0,42490.0,0.7029,0,0,0.0,0,0.0,0.04467,0.04427,0.04935,0.04606,334300.0,264900.0,6.544e6,5.367,0.05108,0.05081,1.0,1.0,2.23176402,2.35992315,2.30591783,1.52020402,1.70163066,1.40766712,1.36136491,1.26107271,1.25822213,1.56321946,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111111111,1011111100,0,1,0.98192315,0.79873868,0.45027641,3.03072313,0.18661669,0.01477299,0.0852983,0.9163987138,5.3575468247,0.708789226884694
dev,1,1,1,7,1,1,8,7,1,4,3,3,2,0,12267,NSTX,19,NONAME,20061220,20050518,115858,0.565,565,0.415,0.715,NB,HSELMH,NO,UNKNOWN,NA,TYPE-V,510.0,0.07954,,,0.06,0.125,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN(L),0.8608,1.028,0.6028,0.5761360522,2.36,2.15582864,1.98568316,0.7146,0.7056,0.7146,0.0,2.461,12.26,0.07289,0.1688,C,C,NONE,NONE,0.765,0.55,1,0.4396,0.0,NO,0.989,0.3943,7.625,9.437,1.321,,0.982,0.1838,1.008,,5.41932871,,,0.32450055,7.699,0,1.399e20,6.854e19,8.388e19,8.388e19,2.11,,941800.0,304800.0,89740.0,6.138e6,453817,0.0,0,1.0,6.132e6,1.058e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,244800.0,,-14590.0,0,604.0,1155.0,1155.0,665.1,1120.0,,266400.0,259400.0,233400.0,131400.0,102000.0,,27340.0,11730.0,39070.0,0.6998,0,0,0.0,0,0.0,0.04301,0.04021,0.04327,0.04086,293700.0,233400.0,6.451e6,5.393,0.04553,0.04348,1.0,1.0,1.88708923,1.91654691,1.86592249,1.2236297,1.37499011,1.14286786,1.11766021,1.03873999,1.03044276,1.2835105,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111111111,1011111100,0,1,0.94841121,0.81177868,0.68956233,3.08165884,0.26415922,0.01339692,0.06926906,0.9696969697,4.9247041197,0.7002788104089219
dev,1,1,1,7,1,1,8,7,1,4,3,3,2,0,12268,NSTX,19,NONAME,20061220,20050518,115859,0.57,570,0.42,0.72,NB,HSELMH,NO,UNKNOWN,NA,TYPE-V,300.0,0.07247,,,0.06,0.125,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN(L),0.8602,1.028,0.6051,0.5775283585,2.341,2.13251627,1.96555721,0.7019,0.6941,0.7019,0.0,2.453,12.22,0.06999,0.1752,C,C,NONE,NONE,0.785,0.6575,1,0.4396,0.0,NO,0.9877999999999999,0.4731,7.477,9.708,1.338,,0.9874,0.1866,1.021,,4.50805529,,,0.32585368,7.699,0,1.133e20,6.842e19,8.546e19,8.546e19,2.003,,970400.0,315900.0,89670.0,6.119e6,453817,0.0,0,1.0,6.123e6,1.066e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,64870.0,,-12760.0,0,617.3,1178.0,1178.0,664.7,1100.0,,271900.0,263000.0,238300.0,134700.0,103500.0,,28380.0,11070.0,39450.0,0.7194,0,0,0.0,0,0.0,0.04266,0.04076,0.04424,0.04151,299500.0,238300.0,6.452e6,5.385,0.04642,0.04391,1.0,1.0,1.93332232,1.9487101,1.89831696,1.24460757,1.39989414,1.1610788,1.1358876,1.05618219,1.04753031,1.30410443,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111111111,1011111100,0,1,0.94269865,0.81669789,0.61043311,3.06886212,0.25017109,0.01349214,0.07080568,0.9337860781,5.024900358,0.7034410602185538
dev,1,1,1,7,1,1,8,7,1,4,3,3,2,0,12269,NSTX,19,NONAME,20061220,20050518,115861,0.57,570,0.42,0.72,NB,HSELMH,NO,UNKNOWN,NA,TYPE-V,220.0,0.07776,,,0.06,0.12,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN(L),0.8569,1.023,0.6087,0.5832074267,2.334,2.14258943,1.97379108,0.7048,0.7023,0.7048,0.0,2.494,12.37,0.06314,0.173,C,C,NONE,NONE,0.76,0.6725,1,0.4395,0.0,NO,0.9868,0.4002,7.809,10.16,1.329,,0.9865,0.1821,1.013,,5.30341876,,,0.3221504,7.372,0,1.142e20,6.564e19,8.326e19,8.326e19,2.184,,869600.0,331400.0,89690.0,6.162e6,453817,0.0,0,1.0,6.16e6,711700.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,157700.0,,115300.0,0,602.0,1173.0,1173.0,651.4,1097.0,,268500.0,261500.0,223400.0,127300.0,96100.0,,31230.0,13580.0,44810.0,0.697,0,0,0.0,0,0.0,0.0424,0.04101,0.03943,0.03826,289900.0,223400.0,6.376e6,5.664,0.04546,0.03864,1.0,1.0,1.90026725,1.82954064,1.76017637,1.15749182,1.30852328,1.08251859,1.05310604,0.97929038,0.97088235,1.20797791,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111111111,1011111100,0,1,0.92349286,0.79827363,0.68697143,3.10414022,0.2500702,0.0132481,0.06607579,0.9352088662,4.9367710443,0.7103512661920878
dev,1,1,1,7,1,1,8,7,1,4,3,3,2,0,12270,NSTX,19,NONAME,20061220,20050518,115862,0.43,430,0.28,0.58,NB,HSELMH,NO,UNKNOWN,NA,TYPE-V,770.0,0.08986,,,0.06,0.12,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN(L),0.8542,1.014,0.6017,0.5774066621,2.405,2.21471199,2.03455874,0.7537,0.7407,0.7537,0.0,2.519,12.42,0.0674,0.1442,C,C,NONE,NONE,0.74,0.4075,1,0.4396,0.0,NO,0.9852,0.4463,8.37,9.673,1.214,,0.9017,0.1587,0.9149,,4.73293789,,,0.31177322,6.716,0,1.656e20,6.231e19,7.121e19,7.121e19,1.5,,723400.0,357100.0,89710.0,6.125e6,453817,0.0,0,1.0,6.13e6,917200.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,142000.0,,24790.0,0,593.5,898.4,898.4,598.7,873.8,,233700.0,230300.0,200500.0,113500.0,87020.0,,29900.0,14570.0,44470.0,0.6724,0,0,0.0,0,0.0,0.03683,0.03564,0.03616,0.03352,268500.0,200500.0,6.463e6,5.545,0.04154,0.03699,1.0,1.0,1.75333928,1.7679939,1.66526402,1.10800093,1.25907008,1.05125726,1.02652743,0.94924358,0.94116675,1.170494,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111111111,1011111100,0,1,0.94061374,0.71400191,0.47906062,3.20745953,0.2447738,0.01330424,0.05905802,0.9726179875,4.2607908733,0.7044017794427535
dev,1,1,1,4,1,1,8,7,1,4,3,3,2,0,12272,NSTX,19,NONAME,20061220,20050518,115864,0.44,440,0.29,0.59,NB,HSELMH,NO,UNKNOWN,NA,TYPE-III,120.0,0.1235,,,0.06,0.13,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN(L),0.8554,1.016,0.6158,0.5916453051,2.297,2.1203282,1.95378568,0.7259,0.504,0.7259,0.0,2.526,12.51,0.05444,0.1301,C,C,NONE,NONE,0.67,0.43,-1,0.4397,0.0,NO,0.9997999999999999,0.4907,7.799,9.575,1.131,,0.7856,0.1487,0.8278,,4.37461706,,,0.32689565,6.226,0,2.951e19,5.573e19,7.178e19,7.178e19,1.5,,448000.0,425500.0,89770.0,6.172e6,453817,0.0,0,1.0,6.157e6,628500.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,236200.0,,114800.0,0,510.9,1050.0,1050.0,619.4,1335.0,,228600.0,216900.0,183300.0,88690.0,94570.0,,30160.0,16370.0,46530.0,0.6483,0,0,0.0,0,0.0,0.03602,0.03354,0.03139,0.02918,278400.0,183300.0,6.467e6,5.8389999999999995,0.04305,0.0321,1.0,1.0,1.83473982,1.66543162,1.53760228,1.03384028,1.1912272,0.98077345,0.95291516,0.88278283,0.87390528,1.08505206,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111111111,1011111100,0,1,0.90916097,0.68480723,0.53911665,3.0590802,0.28195086,0.01205839,0.05387093,1.2714285714,4.0271145791,0.7198971241524432
dev,1,1,1,7,1,1,8,7,1,4,3,3,2,0,12273,NSTX,19,NONAME,20061220,20050518,115867,0.62,620,0.47,0.77,NB,HSELMH,NO,UNKNOWN,NA,TYPE-V,180.0,0.1164,,,0.06,0.16,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN(L),0.8581,1.027,0.6157,0.5952434513,2.166,2.02445447,1.89064811,0.605,0.3456,0.605,0.0,2.411,12.14,0.0573,0.1667,C,C,NONE,NONE,1.785,0.6725,-1,0.4396,0.0,NO,0.7952,0.3299,8.141,9.901,1.359,,0.9499,0.1263,0.9967,,5.19165326,,,0.28777116,5.09,0,-5.158e19,4.458e19,5.616e19,5.616e19,1.5,,83820.0,258900.0,90620.0,6.257e6,453817,0.0,0,1.0,6.231e6,2.724e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,-216600.0,,-106700.0,0,531.2,1174.0,1174.0,544.7,1090.0,,186400.0,177600.0,151300.0,76840.0,74410.0,,23950.0,12600.0,36550.0,0.6553,0,0,0.0,0,0.0,0.02779,0.02693,0.03906,0.03643,201000.0,151300.0,6.596e6,3.8729999999999998,0.03047,0.04334,1.0,1.0,1.66794935,2.32245704,2.14933698,1.45381554,1.71464106,1.43462528,1.35155493,1.23266639,1.20348693,1.4746564,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111111111,1011111100,0,1,0.7143937,0.71249229,0.43118417,3.47498344,0.24540111,0.01230041,0.04704392,0.9284497445,4.2988650951,0.717515441090782
dev,1,1,1,7,1,1,8,7,1,4,3,3,2,0,12275,NSTX,19,NONAME,20061220,20050518,115869,0.47,470,0.32,0.62,NB,HSELMH,NO,UNKNOWN,NA,TYPE-V,150.0,0.1091,,,0.06,0.13,0,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN(L),0.8467,1.029,0.6105,0.5905023417,2.242,2.09752013,1.93764674,0.6762,0.3847,0.6762,0.0,2.456,12.07,0.05113,0.1627,C,C,NONE,NONE,1.425,0.685,-1,0.4396,0.0,NO,0.7902,0.2984,9.629,10.02,1.458,,1.088,0.1357,1.143,,5.62783671,,,0.2710365,5.0329999999999995,0,-1.806e19,4.401e19,6.684e19,6.684e19,1.5,,59960.0,177700.0,90850.0,6.265e6,453817,0.0,0,1.0,6.229e6,1.895e6,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,873500.0,,484000.0,0,547.8,982.4,982.4,590.9,1139.0,,204800.0,194900.0,154300.0,75640.0,78650.0,,27660.0,15430.0,43090.0,0.6419,0,0,0.0,0,0.0,0.03701,0.03291,0.0383,0.03769,234000.0,154300.0,5.923e6,4.028,0.0395,0.03871,1.0,1.0,2.06510458,2.16311734,1.99130501,1.34352062,1.57901102,1.32971413,1.26039871,1.14811077,1.12282417,1.37499461,,,,,,,,,,,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111111111,1011111100,0,1,0.72134707,0.69772239,0.46506132,3.68953995,0.23759647,0.01259752,0.04777807,1.1594055375,4.6087820881,0.7210346049368136
