deviation,ICANTEN_ID,ICSCHEME_ID,ECHLOC_ID,ELMTYPE_ID,ITB_ID,ITBTYPE_ID,PHASE_ID,DIVNAME_ID,LIMMAT_ID,DIVMAT_ID,WALMAT_ID,CONFIG_ID,AUXHEAT_ID,ITER_questionable,ind,TOK,TOK_ID,DIVNAME,LCUPDATE,DATE,SHOT,TIME,TIME_ID,T1,T2,AUXHEAT,PHASE,HYBRID,ITB,ITBTYPE,ELMTYPE,ELMFREQ,ELMMAX,ELMDUR,ELMINT,OLTIME,LHTIME,TPI,ISEQ,MEFF,PGASA,PGASZ,BGASA,BGASZ,BGASA2,BGASZ2,PELLET,FUELRATE,XGASZ,XGASA,CONFIG,RGEO,RMAG,AMIN,AAREA,KAPPA,KAPPAA,KAREA,DELTA,DELTAU,DELTAL,INDENT,AREA,VOL,SEPLIM,XPLIM,WALMAT,DIVMAT,LIMMAT,EVAP,DALFMP,DALFDV,IGRADB,BT,IEML,PREMAG,IP,VSURF,Q95,SH95,BEILI2,BEIMHD,BEPMHD,BETMHD,BEPDIA,BMHDMDIA,TAUCR,FBS,RHOQ2,RHOINV,NEL,NELFORM,DNELDT,NEV,NE0,NE0TSC,ZEFF,ZEFFNEO,PRAD,POHM,ENBI,PINJ,BSOURCE,PINJ2,BSOURCE2,COCTR,PNBI,PFLOSS,ECHFREQ,ECHMODE,ECHLOC,PECRHC,PECRH,ICFREQ,ICSCHEME,ICANTEN,PICRHC,PICRH,PALPHA,DWDIA,DWDIAPAR,DWMHD,DWHC,TEV,TE0,TE0TSC,TIV,TI0,TICX0,WDIA,WMHD,WKIN,WEKIN,WIKIN,WROT,WFPER,WFPAR,WFFORM,WFANI,WFICRH,WFICRHP,WFICFORM,ICFORM,WFANIIC,TAUDIA,TAUMHD,TAUTH1,TAUTH2,WTOT,WTH,PL,PLTH,TAUTOT,TAUTH,TAUC92,TAUC93,H89,HITER96L,H93,HITER92Y,HEPS97,HIPB98Y,HIPB98Y1,HIPB98Y2,HIPB98Y3,HIPB98Y4,OMGAIMP0,OMGAIMPH,OMGAM0,OMGAMH,SPIN,TORQ,TORQBM,TORQIN,VTOR0,VTORV,VTORIMP,STANDARD,SELDB1,SELDB2,SELDB2X,IAEA92,DB2P5,DB2P8,DB3IS,DB3V5,IAE2000N,IAE2000X,HMWS2003,IAE2004S,IAE2004I,DB3DONLY,HMWS2005,OJK2006,SELDB3,SELDB3X,SELDB4,STDDB4V5,NEGW,NEL/NEGW,NUSTAREAV,QCYL,NUSTARECYL,RHOSTAR,BETATHT,TI0/TE0,BETAN,EPS
baseline,1,1,1,2,1,1,6,3,1,3,2,2,2,1,1104,ASDEX,1,DV-II-C,19940125,19900220,31148,1.286,1286,1.284,1.288,NB,HGELMH,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.199,1.27,5,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.688,1.751,0.3772,0.3771097428,1.022,1.02150771,1.022,0.0,0.0,0.0,0.0,0.4566,4.844,0.1944,,CSS,CC,NONE,BOROA,,,1,2.436,0.0,,0.4219,0.3122,2.77,,1.601,1.029,1.029,0.007959,0.8012,0.2106,5.72562355,,,0.40201068,3.017,0,1.395e20,2.785e19,3.744e19,2.845e19,0.0,,544400.0,131700.0,54000.0,2.762e6,404020,0.0,0,1.0,2.754e6,606800.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,570000.0,1.055e6,570000.0,1,939.4,2006.0,1781.0,,,,113400.0,145700.0,33990.0,28040.0,,,,,46700.0,0.4792,0,0,0.0,0,0.0,0.04895,0.06289,0.01989,0.04672,126500.0,79830.0,2.316e6,1.7089999999999999,0.05464,0.04672,0.7407,0.7407,1.26,0.96,0.5279,0.7207,0.7793,0.8013,0.8315,0.8109,0.8309,0.7424,,,,,,,,,,,NONE,0,0,1110111111,1010111111,0,1,1,0,1,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.94433158,0.31948524,,2.4874961,0.3879017,0.0048183,0.00232038,,1.7333966278,0.22345971563981043
baseline,1,1,1,2,1,1,4,3,1,3,2,2,2,0,1106,ASDEX,1,DV-II-C,19940125,19900220,31148,1.35,1350,1.348,1.352,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.199,1.27,7,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.69,1.766,0.3821,0.3820993854,1.009,1.00899354,1.009,0.0,0.0,0.0,0.0,0.4628,4.914,0.1879,,CSS,CC,NONE,BOROA,,,1,2.436,0.0,,0.4198,0.09005,2.891,,1.898,1.325,1.325,0.01015,1.116,0.1916,19.7751207,,,0.39538408,4.268,0,1.542e20,4.305e19,4.426e19,3.715e19,2.559,,719600.0,37800.0,54000.0,2.736e6,404020,0.0,0,1.0,2.732e6,665400.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,334400.0,0.0,1,1027.0,2472.0,2035.0,,,,156600.0,185900.0,94660.0,43440.0,,,,,36520.0,0.5108,0,0,0.0,0,0.0,0.0565,0.06707,0.04498,0.06112,165100.0,128600.0,2.77e6,2.104,0.05962,0.06112,0.7407,0.7407,1.461,1.287,0.7581,0.9823,1.03,1.045,1.074,1.068,1.097,0.9845,,,,,,,,,,,NONE,0,0,1110111111,1010111111,0,1,1,0,1,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.91525108,0.46632013,0.66969341,2.52918631,0.45789771,0.00497334,0.00368527,,2.250494364,0.22609467455621302
baseline,1,1,1,2,1,1,6,3,1,3,2,2,2,1,1111,ASDEX,1,DV-II-C,19940125,19900220,31151,1.248,1248,1.246,1.25,NB,HGELMH,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.197,1.226,5,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.685,1.748,0.3777,0.3775834729,1.021,1.02036686,1.02,0.0,0.0,0.0,0.0,0.4573,4.842,0.1973,,CSS,CC,NONE,BOROA,,,1,2.189,0.0,,0.3847,0.3935,2.745,,1.621,1.051,1.051,0.008302,0.7851,0.2435,4.13476733,,,0.40653022,3.044,0,9.115e19,2.718e19,3.965e19,3.392e19,0.0,,378000.0,151400.0,54000.0,2.79e6,404020,0.0,0,1.0,2.782e6,578100.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,1.0e6,1.204e6,1.0e6,1,846.0,2040.0,1674.0,,,,92270.0,123500.0,63870.0,27830.0,,,,,43160.0,0.4802,0,0,0.0,0,0.0,0.04772,0.06388,0.04713,0.04514,104300.0,61180.0,1.933e6,1.355,0.05397,0.04514,0.7407,0.7407,1.258,0.8587,0.4995,0.655,0.7174,0.7376,0.7627,0.7384,0.7469,0.6797,,,,,,,,,,,NONE,0,0,1110111111,1010011111,0,1,1,0,1,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.85890816,0.35440343,,2.45984175,0.4723576,0.00508171,0.00220248,,1.7842400729,0.22415430267062314
baseline,1,1,1,2,1,1,4,3,1,3,2,2,2,0,1113,ASDEX,1,DV-II-C,19940125,19900220,31151,1.338,1338,1.336,1.34,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.197,1.226,7,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.685,1.773,0.3866,0.3866355863,0.9976,0.99778049,0.9978,0.0,0.0,0.0,0.0,0.4685,4.96,0.1884,,CSS,CC,NONE,BOROA,,,1,2.189,0.0,,0.37879999999999997,0.1025,3.01,,2.173,1.6,1.6,0.01225,1.359,0.2187,15.6300271,,,0.39112242,4.348,0,1.674e20,4.192e19,4.892e19,4.415e19,2.117,,666200.0,38830.0,54000.0,2.743e6,404020,0.0,0,1.0,2.74e6,621100.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,282700.0,0.0,1,999.7,2086.0,1872.0,,,,154800.0,182300.0,97080.0,48790.0,,,,,35770.0,0.51,0,0,0.0,0,0.0,0.05569,0.06558,0.04499,0.05906,163200.0,127400.0,2.779e6,2.158,0.05873,0.05906,0.7407,0.7407,1.613,1.412,0.8695,1.071,1.141,1.146,1.174,1.172,1.187,1.087,,,,,,,,,,,NONE,0,0,1110111111,1010111111,0,1,1,0,1,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.8065974,0.53905455,0.60412295,2.55674423,0.48479179,0.0053969,0.00448036,,2.7367411959,0.22943620178041543
baseline,1,1,1,2,1,1,6,3,1,3,2,2,2,1,1118,ASDEX,1,DV-II-C,19940125,19900220,31152,1.24,1240,1.238,1.242,NB,HGELMH,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.199,1.223,5,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.683,1.751,0.3796,0.3796271888,1.016,1.01614231,1.016,0.0,0.0,0.0,0.0,0.46,4.864,0.1972,,CSS,CC,NONE,BOROA,,,1,1.942,0.0,,0.3442,0.4972,2.765,,1.73,1.162,1.162,0.009285,0.8411,0.3015,2.92440544,,,0.40745057,2.964,0,9.155e19,2.643e19,3.937e19,3.282e19,0.0,,340500.0,171200.0,54000.0,2.733e6,404020,0.0,0,1.0,2.724e6,555500.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,1.0e6,1.124e6,1.0e6,1,740.8,1782.0,1521.0,,,,79050.0,109200.0,53310.0,24850.0,,,,,40750.0,0.4786,0,0,0.0,0,0.0,0.04171,0.05762,0.03979,0.03717,90550.0,49800.0,1.895e6,1.3399999999999999,0.04778,0.03717,0.7407,0.7407,1.248,0.7962,0.4824,0.6033,0.6748,0.6886,0.7122,0.6902,0.6873,0.6395,,,,,,,,,,,NONE,0,0,1110111111,1010011111,0,1,1,0,1,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.76023304,0.38988045,,2.45428546,0.5898085,0.00533326,0.0022689,,1.9885955874,0.2255496137849079
baseline,1,1,1,2,1,1,4,3,1,3,2,2,2,0,1127,ASDEX,1,DV-II-C,19940125,19900220,31153,1.323,1323,1.321,1.325,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.197,1.263,7,NONE,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.678,1.746,0.3791,0.3791730151,1.016,1.01638817,1.016,0.0,0.0,0.0,0.0,0.4589,4.838,0.2028,,CSS,CC,NONE,BOROA,,,1,2.006,0.0,,0.4216,0.1455,2.334,,1.73,1.2,1.2,0.0135,0.9631,0.2318,12.2040306,,,0.48298722,3.65,0,1.359e20,3.282e19,5.183e19,3.5e19,2.861,,561400.0,61350.0,54000.0,2.659e6,404020,0.0,0,1.0,2.654e6,752000.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,200000.0,430500.0,200000.0,1,828.0,1699.0,1553.0,,,,135400.0,168700.0,59710.0,35560.0,,,,,40700.0,0.5045,0,0,0.0,0,0.0,0.05381,0.06704,0.03386,0.05932,145300.0,104600.0,2.515e6,1.763,0.05777,0.05932,0.7407,0.7407,1.429,1.181,0.7168,0.9045,0.9887,0.9879,1.031,1.012,1.023,0.9553,,,,,,,,,,,NONE,0,0,1110111111,1010111111,0,1,1,0,1,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.93341817,0.39103588,0.78680455,2.07044816,0.48791314,0.00546573,0.0044915,,2.4351060484,0.22592371871275327
baseline,1,1,1,2,1,1,6,3,1,3,2,2,2,1,1167,ASDEX,1,DV-II-C,19940125,19900518,31779,1.243,1243,1.241,1.245,NB,HGELMH,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.199,1.237,5,NONE,1.5,2.0,1,1,1,0,0,NONE,,0,0.0,SN,1.677,1.742,0.3846,0.3846427684,1.017,1.01722296,1.017,0.0,0.0,0.0,0.0,0.4727,4.981,0.1984,,CSS,CC,NONE,BOROB,,,1,1.751,0.0,,0.282,0.3094,3.135,,1.666,1.076,1.076,0.007083,0.8372,0.3065,3.83650336,,,0.35902509,2.617,0,6.326e19,2.309e19,3.53e19,3.532e19,0.0,,320300.0,87240.0,51500.0,1.789e6,404020,0.0,0,1.0,1.719e6,316600.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,600000.0,774800.0,600000.0,1,672.4,1473.0,1327.0,,,,52610.0,67610.0,21030.0,20460.0,,,,,20010.0,0.5117,0,0,0.0,0,0.0,0.04315,0.05545,0.02364,0.04187,57260.0,37250.0,1.206e6,0.8896,0.04747,0.04187,0.7407,0.7407,1.399,0.9055,0.6106,0.7318,0.7913,0.8191,0.8183,0.7935,0.7769,0.7241,,,,,,,,,,,NONE,0,0,1111111111,1011011111,1,1,1,0,1,1,1,0,1,0,0,0,0,1111111111,111100,0,1,0.60671462,0.43133953,,2.78532062,0.69632234,0.00481689,0.0020389,,1.6914671177,0.2293381037567084
baseline,1,1,1,2,1,1,4,3,1,3,2,2,2,0,1183,ASDEX,1,DV-II-C,19940125,19900605,32027,1.31,1310,1.308,1.312,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.197,1.229,7,BT2P4,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.669,1.766,0.3965,0.3965118265,0.9878,0.98785578,0.9878,0.0,0.0,0.0,0.0,0.4879,5.116,0.1946,,CSS,CC,NONE,BOROB,,,1,1.623,0.0,,0.2783,0.08484,3.3,,2.378,1.801,1.801,0.0133,1.504,0.3744,13.7417678,,,0.36854701,3.5309999999999997,0,7.123e19,3.251e19,4.256e19,4.15e19,2.067,,577600.0,23610.0,53000.0,2.025e6,404020,0.0,0,1.0,2.021e6,468200.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,52270.0,0.0,1,820.1,1456.0,1379.0,,,,91590.0,109700.0,63640.0,29560.0,,,,,27960.0,0.4969,0,0,0.0,0,0.0,0.04477,0.05363,0.04037,0.04488,98710.0,70750.0,2.045e6,1.5759999999999998,0.04828,0.04488,0.7407,0.7407,1.616,1.29,0.8697,0.9665,1.097,1.093,1.111,1.095,1.064,1.023,,,,,,,,,,,NONE,0,100,1111111111,1011111111,1,1,1,0,1,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.56344485,0.62668068,0.73125065,2.71335804,0.58176682,0.0064282,0.00438725,,3.0753896335,0.23756740563211504
baseline,1,1,1,2,1,1,4,3,1,3,2,2,2,1,1211,ASDEX,1,DV-II-C,19940125,19900605,32032,1.269,1269,1.267,1.271,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.199,1.221,7,BT2P4,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.664,1.761,0.3913,0.3912443008,0.989,0.98871532,0.9888,0.0,0.0,0.0,0.0,0.4756,4.973,0.2046,,CSS,CC,NONE,BOROB,,,1,1.498,0.0,,0.2799,0.3706,2.95,,2.376,1.818,1.818,0.01593,1.425,0.4621,3.15445638,,,0.4106122,3.283,0,-3.003e19,3.049e19,4.007e19,,0.0,,522600.0,103700.0,53000.0,2.773e6,404020,0.0,0,1.0,2.767e6,564200.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,17610.0,-100000.0,1,,,,,,,87550.0,111700.0,,,,,,,39530.0,0.486,0,0,0.0,0,0.0,0.03049,0.03759,,0.02475,98260.0,58730.0,2.937e6,2.3729999999999998,0.03345,0.02475,0.7407,0.7407,1.377,0.9886,0.6536,0.7153,0.8305,0.8106,0.8408,0.84,0.8113,0.7969,,,,,,,,,,,NONE,0,0,1110111111,1010111111,0,1,1,0,1,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.58204605,0.56404472,,2.43538794,,,0.00439725,,3.3360652669,0.23515625
baseline,1,1,1,2,1,1,4,3,1,3,2,2,2,1,1239,ASDEX,1,DV-II-C,19940125,19900605,32038,1.38,1380,1.378,1.382,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.198,1.236,7,BT2P4,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.676,1.799,0.405,0.4049517905,0.9653,0.96506713,0.9653,0.0,0.0,0.0,0.0,0.4973,5.238,0.1787,,CSS,CC,NONE,BOROB,,,1,2.492,0.0,,0.2776,0.07989,5.571,,2.956,2.284,2.284,0.007124,1.981,0.3873,14.6175563,,,0.23568519,4.389,0,4.797e19,3.911e19,5.9e19,4.399e19,0.0,,715400.0,22180.0,53000.0,2.744e6,404020,0.0,0,1.0,2.741e6,472900.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,0.0,-274200.0,0.0,1,7975.0,50.37,425.5,,,,120600.0,139000.0,,45290.0,,,,,32360.0,0.5071,0,0,0.0,0,0.0,0.04363,0.05029,,0.04191,128300.0,95990.0,2.763e6,2.29,0.04645,0.04191,0.7407,0.7407,1.627,1.447,0.8872,1.064,1.116,1.149,1.128,1.138,1.144,1.006,,,,,,,,,,,NONE,0,100,1111111111,1011111111,1,1,1,0,1,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.53884432,0.81452097,,4.24294789,0.012582,0.01278144,0.00246603,,2.590046196,0.24164677804295945
baseline,1,1,1,2,1,1,6,3,1,3,2,2,2,1,1244,ASDEX,1,DV-II-C,19940125,19900605,32040,1.253,1253,1.251,1.255,NB,HGELMH,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.198,1.238,5,BT3,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.673,1.733,0.3816,0.3815202016,1.023,1.02256894,1.022,0.0,0.0,0.0,0.0,0.4678,4.917,0.2056,,CSS,CC,NONE,BOROB,,,1,2.614,0.0,,0.42329999999999995,0.3838,3.065,,1.551,0.962,0.962,0.006379,0.6856,0.3565,4.63140714,,,0.36363358,2.763,0,6.921e19,2.424e19,3.827e19,3.17e19,0.0,,452200.0,162500.0,53000.0,2.811e6,404020,0.0,0,1.0,2.801e6,756900.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,800000.0,1.035e6,900000.0,1,836.0,194.0,536.0,,,,96830.0,135900.0,,19490.0,,,,,49170.0,0.4756,0,0,0.0,0,0.0,0.04474,0.06583,,0.04609,110900.0,61750.0,2.097e6,1.3399999999999999,0.0529,0.04609,0.7407,0.7407,1.16,0.831,0.4453,0.6278,0.6756,0.7052,0.7226,0.6953,0.7162,0.627,,,,,,,,,,,NONE,0,0,1110111111,1010011111,0,1,1,0,1,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.92568598,0.29848135,,2.75002105,0.47539946,0.00418704,0.00153515,,1.5032052468,0.2280932456664674
baseline,1,1,1,2,1,1,4,3,1,3,2,2,2,1,1245,ASDEX,1,DV-II-C,19940125,19900605,32040,1.32,1320,1.318,1.322,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.198,1.238,6,BT3,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.675,1.754,0.389,0.3890040365,1.004,1.00401764,1.004,0.0,0.0,0.0,0.0,0.4773,5.022,0.1964,,CSS,CC,NONE,BOROB,,,1,2.613,0.0,,0.4204,0.06599,3.273,,1.988,1.398,1.398,0.009149,1.077,0.4011,26.7838566,,,0.35475762,3.3609999999999998,0,9.412e19,3.115e19,4.213e19,3.338e19,0.0,,515400.0,27740.0,53000.0,2.797e6,404020,0.0,0,1.0,2.79e6,626400.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,600000.0,608100.0,600000.0,1,1081.0,224.7,658.6,,,,150200.0,195000.0,,27870.0,,,,,47510.0,0.4878,0,0,0.0,0,0.0,0.0677,0.08789,,0.07254,162900.0,115400.0,2.218e6,1.591,0.07347,0.07254,0.7407,0.7407,1.637,1.395,0.7757,1.058,1.121,1.156,1.175,1.146,1.181,1.036,,,,,,,,,,,NONE,0,100,1111111111,1011011111,1,1,1,0,1,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.88431092,0.38006994,,2.81882602,0.34737302,0.00467241,0.00281186,,2.2120754265,0.23223880597014926
baseline,1,1,1,2,1,1,4,3,1,3,2,2,2,1,1246,ASDEX,1,DV-II-C,19940125,19900605,32040,1.384,1384,1.382,1.386,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.198,1.238,7,BT3,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.684,1.769,0.391,0.390971876,0.9985,0.99835319,0.998,0.0,0.0,0.0,0.0,0.4795,5.072,0.1855,,CSS,CC,NONE,BOROB,,,1,2.613,0.0,,0.41869999999999996,-0.1236,3.326,,2.122,1.531,1.531,0.009939,1.266,0.3458,14.3185915,,,0.35353593,3.8,0,9.668e19,3.398e19,5.077e19,3.569e19,0.0,,537200.0,0.0,53000.0,2.793e6,404020,0.0,0,1.0,2.788e6,596700.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,250000.0,212400.0,50000.0,1,1073.0,269.0,660.4,,,,176000.0,213000.0,,24570.0,,,,,44500.0,0.4969,0,0,0.0,0,0.0,0.06929,0.07774,,0.06885,187300.0,142800.0,2.671e6,2.0749999999999997,0.07013,0.06885,0.7407,0.7407,1.691,1.527,0.86,1.146,1.204,1.23,1.251,1.24,1.277,1.126,,,,,,,,,,,NONE,0,100,1111111111,1011111111,1,1,1,0,1,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.87189145,0.43583407,,2.8285668,0.40134196,0.00463128,0.00344445,,2.4252465577,0.23218527315914492
baseline,1,1,1,2,1,1,4,3,1,3,2,2,2,1,1253,ASDEX,1,DV-II-C,19940125,19900605,32045,1.403,1403,1.401,1.405,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.198,1.311,7,BT3,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.68,1.765,0.391,0.3909930641,0.9986,0.99856139,0.9981,0.0,0.0,0.0,0.0,0.4796,5.06,0.1895,,CSS,CC,NONE,BOROB,,,1,2.618,0.0,,0.4183,-0.06508,3.344,,2.12,1.529,1.529,0.00987,1.224,0.3912,27.1033719,,,0.35165111,3.7039999999999997,0,7.288e19,3.304e19,4.97e19,4.361e19,0.0,,587300.0,0.0,53000.0,2.736e6,404020,0.0,0,1.0,2.731e6,594700.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,400000.0,290800.0,60000.0,1,1210.0,2410.0,2304.0,,,,169500.0,211700.0,,44440.0,,,,,44350.0,0.4952,0,0,0.0,0,0.0,0.07268,0.07923,,0.06957,180900.0,136600.0,2.558e6,1.9629999999999999,0.07073,0.06957,0.7407,0.7407,1.679,1.505,0.845,1.132,1.191,1.219,1.239,1.223,1.26,1.109,,,,,,,,,,,NONE,0,100,1111111111,1011111111,1,1,1,0,1,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.8709641,0.42527585,,2.84372766,0.30884955,0.00490867,0.00328982,,2.415325618,0.23273809523809524
baseline,1,1,1,2,1,1,6,3,1,3,2,2,2,1,1258,ASDEX,1,DV-II-C,19940125,19900605,32046,1.249,1249,1.247,1.251,NB,HGELMH,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.198,1.231,5,BT3,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.673,1.729,0.3804,0.3803915295,1.026,1.02595104,1.026,0.0,0.0,0.0,0.0,0.4664,4.901,0.207,,CSS,CC,NONE,BOROB,,,1,2.494,0.0,,0.42369999999999997,0.4014,2.893,,1.47,0.8914,0.8914,0.006507,0.6752,0.3025,4.43252056,,,0.38275117,2.867,0,7.324e19,2.531e19,3.838e19,3.656e19,0.0,,397400.0,170100.0,53000.0,2.759e6,404020,0.0,0,1.0,2.75e6,698000.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,900000.0,1.014e6,1.0e6,1,943.3,1848.0,1699.0,,,,95560.0,126100.0,64100.0,27390.0,,,,,46490.0,0.4777,0,0,0.0,0,0.0,0.04728,0.06564,0.05106,0.04958,108700.0,62250.0,1.953e6,1.255,0.05566,0.04958,0.7407,0.7407,1.183,0.8384,0.461,0.6399,0.6903,0.7181,0.7371,0.7081,0.7271,0.6432,,,,,,,,,,,NONE,0,0,1110111111,1010011111,0,1,1,0,1,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.93206732,0.30759581,,2.61266348,0.37114519,0.00467633,0.00170583,,1.4569991558,0.2273759713090257
baseline,1,1,1,2,1,1,4,3,1,3,2,2,2,0,1260,ASDEX,1,DV-II-C,19940125,19900605,32046,1.369,1369,1.367,1.371,NB,HGELM,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.198,1.231,7,BT3,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.683,1.769,0.3912,0.3912164118,0.9985,0.9985806,0.9986,0.0,0.0,0.0,0.0,0.4801,5.077,0.1857,,CSS,CC,NONE,BOROB,,,1,2.492,0.0,,0.41819999999999996,-0.09319,3.18,,2.12,1.539,1.539,0.01096,1.287,0.3385,18.9571285,,,0.36966119,4.003,0,1.018e20,3.637e19,5.134e19,4.265e19,1.747,,600500.0,0.0,53000.0,2.733e6,404020,0.0,0,1.0,2.729e6,589000.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,100000.0,417000.0,0.0,1,1343.0,2479.0,2328.0,,,,178500.0,213500.0,121100.0,48360.0,,,,,41800.0,0.5033,0,0,0.0,0,0.0,0.06784,0.07818,0.05748,0.06975,188700.0,146900.0,2.696e6,2.1069999999999998,0.07002,0.06975,0.7407,0.7407,1.706,1.537,0.8879,1.16,1.221,1.239,1.262,1.253,1.287,1.146,,,,,,,,,,,NONE,0,100,1111111111,1011111111,1,1,1,0,1,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.86976192,0.46024089,0.26622962,2.70517988,0.25927611,0.00543011,0.00389413,,2.5548970789,0.23244206773618536
baseline,1,1,1,2,1,1,6,3,1,3,2,2,2,1,1265,ASDEX,1,DV-II-C,19940125,19900605,32047,1.253,1253,1.251,1.255,NB,HGELMH,UNKNOWN,UNKNOWN,NA,UNKNOWN,,,,,1.2,1.24,5,BT3,2.0,2.0,1,2,1,0,0,NONE,,0,0.0,SN,1.671,1.729,0.3807,0.3807402038,1.025,1.02521324,1.025,0.0,0.0,0.0,0.0,0.4668,4.902,0.2078,,CSS,CC,NONE,BOROB,,,1,2.363,0.0,,0.424,0.4256,2.75,,1.495,0.9291,0.9291,0.007561,0.6806,0.3369,4.17844229,,,0.40353999,2.772,0,8.075e19,2.477e19,3.491e19,3.527e19,0.0,,442500.0,180500.0,53000.0,2.74e6,404020,0.0,0,1.0,2.73e6,717900.0,0,NONE,NONE,0.0,0.0,0.0,NONE,NONE,0.0,0.0,0.0,800000.0,1.08e6,800000.0,1,923.3,1599.0,1608.0,,,,96360.0,131500.0,64120.0,27520.0,,,,,47960.0,0.4749,0,0,0.0,0,0.0,0.04566,0.06231,0.04604,0.04466,110200.0,62200.0,2.111e6,1.393,0.05219,0.04466,0.7407,0.7407,1.171,0.8292,0.4567,0.6262,0.684,0.7047,0.7276,0.7011,0.7166,0.6419,,,,,,,,,,,NONE,0,0,1110111111,1010011111,0,1,1,0,1,1,1,1,1,0,1,0,0,1111111111,11111100,0,1,0.93101971,0.29773806,,2.47806917,0.35373072,0.00487913,0.00189982,,1.6042054222,0.22782764811490125
