TAUTH,IP,BT,NEL,PLTH,RGEO,KAREA,EPS,MEFF,TOK,SHOT,DATE,TIME,ind
-2.378171079950641,0.001998002662673058,0.7371640659767196,2.2948552949321046,1.515786356352645,0.5001690435774618,0.49119074010406094,-1.202760682965407,0.6931471805599453,AUG,6483,19950518,4.0,1515
-2.2547477635798856,-0.002302649062675669,0.9158906518528154,1.9046416262847274,1.5258388885577867,0.4995624314872799,0.4878902346437275,-1.2102627712948144,0.6931471805599453,AUG,7555,19960223,2.498,1529
-2.546186486210652,-0.22803047288760464,0.7490548124982414,1.83513819253,1.5214806336749584,0.4989554511955033,0.48039600780221164,-1.1849284280074481,0.6931471805599453,AUG,7634,19960301,3.499,1532
-2.4866281306863405,-0.22627344432313742,0.7011153502091222,1.8523840910444898,1.52714266970727,0.5001690435774618,0.48404527848754786,-1.1893242028678699,0.6931471805599453,AUG,7639,19960301,3.5,1533
-2.5119490208998836,-0.22815609313775412,0.7016112589720747,1.8534815278560517,1.5543479461161405,0.5001690435774618,0.4828504160205379,-1.1887267718035999,0.6931471805599453,AUG,7640,19960301,3.501,1534
-2.445993676289402,-0.22865873200231995,0.7016112589720747,1.855516435030806,1.5047438413194347,0.4989554511955033,0.4817203712292274,-1.1867171594791108,0.6931471805599453,AUG,7641,19960301,3.5,1535
-2.461346385378987,-0.22777927971873788,0.7016112589720747,1.8598852982756555,1.5098385472113456,0.5001690435774618,0.4836921271855776,-1.1895234258987109,0.6931471805599453,AUG,7643,19960301,3.5,1536
-2.2509418598422073,-0.0033054570087265927,0.9186878564738765,2.2123321040164834,1.53643701954961,0.4989554511955033,0.48542478833501773,-1.205390526082384,0.6931471805599453,AUG,7654,19960305,3.81,1537
-2.201835189893903,0.0009995003330834232,0.9190868191761564,1.9629077254238845,1.50585359617753,0.4995624314872799,0.4775231342718963,-1.2078232498572734,0.6931471805599453,AUG,7696,19960307,1.75,1540
-2.2633643798407643,-0.00040008002133980235,0.9194856227706742,1.9982314862542927,1.5085119938441398,0.4989554511955033,0.4752644822843731,-1.205390526082384,0.6931471805599453,AUG,7707,19960307,1.75,1541
-2.0317948882124828,-0.0020020026706730793,0.9194856227706742,2.0824370506596344,1.0024684281152074,0.4989554511955033,0.48280615419375916,-1.206810260627723,0.6931471805599453,AUG,7707,19960307,2.5,1542
-2.339249077365637,-0.0025031302181185884,0.920681080175448,1.9818287128128356,1.4754492724307835,0.5031965966014995,0.47294043074455683,-1.2035698222531843,0.6931471805599453,AUG,7933,19960424,2.003,1543
-2.456202581659645,-0.0035061393292877014,0.920681080175448,1.9595312450072784,1.5251863599865092,0.5080216964332565,0.49072467167939543,-1.2189255985824607,0.6931471805599453,AUG,7933,19960424,2.803,1544
-2.4599409037702524,-0.003706861931326512,0.920681080175448,1.9453385571563555,1.5011843269938463,0.5080216964332565,0.49190497548394835,-1.2191292023701947,0.6931471805599453,AUG,7933,19960424,3.503,1545
-2.3733294975198036,-0.0021022080918701985,0.9210792486059522,1.9754689512968577,1.507183678395344,0.5038010088290262,0.4740114372432516,-1.205787138056176,0.6931471805599453,AUG,7934,19960424,2.002,1546
-2.457486054212008,-0.0035061393292877014,0.9202827531436925,1.9634693654274151,1.541373181519971,0.5086232002107907,0.49183516444010017,-1.221157094570926,0.6931471805599453,AUG,7934,19960424,3.002,1547
-2.4091685783968293,-0.002904213147389827,0.9194856227706742,1.9629077254238845,1.4883995840570443,0.5098251234324072,0.4649910874221913,-1.2067795423353065,0.6931471805599453,AUG,8006,19960502,3.4,1548
-2.3152651461514204,-0.0019018072895963312,0.9190868191761564,1.9443374844949919,1.5260563034950492,0.5086232002107907,0.46058440732924394,-1.2053768763648478,0.6931471805599453,AUG,8007,19960502,2.25,1549
-2.5475908911653904,-0.002402884616310426,0.9190868191761564,1.889188614559601,1.8325814637483102,0.5098251234324072,0.4631048875545789,-1.2095941803012396,0.6931471805599453,AUG,8007,19960502,3.2,1550
-2.9615241022242538,-0.22803047288760464,0.6538864666066427,2.013835784581842,1.796747010739094,0.5092243423990168,0.4762341789963717,-1.2126238994233134,0.4054651081081644,AUG,8030,19960503,2.55,1557
-2.7263160099091026,-0.22301855912605886,0.4154154389613324,1.7557868087692374,1.8261608959453874,0.5098251234324072,0.4953058121079539,-1.2321951626692558,0.6931471805599453,AUG,8040,19960507,1.55,1559
-2.6746637820845764,-0.2241440516477934,0.4154154389613324,2.0408306425521805,1.8373699804801071,0.5080216964332565,0.48057258059496977,-1.2219840167071219,0.6931471805599453,AUG,8041,19960507,1.6,1560
-3.17414149352803,-0.22552137610017395,0.41475515501525706,1.8475094843325468,2.1065702090680882,0.5116253039365549,0.5031965966014995,-1.238329268025343,0.6931471805599453,AUG,8041,19960507,2.1,1561
-2.6491682733659876,-0.22401893435016368,0.4154154389613324,2.090257834113685,1.8484548129046001,0.5080216964332565,0.4824261492442928,-1.2234144859405214,0.6931471805599453,AUG,8042,19960507,1.6,1562
-3.1274367645514194,-0.2241440516477934,0.41475515501525706,1.932100953781127,2.122261538862764,0.5122246446796981,0.5038010088290262,-1.2391354553924525,0.6931471805599453,AUG,8042,19960507,2.102,1563
-2.5242297681845196,0.0,0.9186878564738765,1.8876755260578817,1.8341801851120072,0.504405055963068,0.4637340162321402,-1.2094224090935006,0.6931471805599453,AUG,8044,19960507,2.6,1564
-2.5297366657057943,-0.0007002451143934259,0.9186878564738765,1.8685661774678202,1.8341801851120072,0.5050087384444258,0.462475362824944,-1.2088124991929001,0.6931471805599453,AUG,8044,19960507,3.0,1565
