ind,PHASE,TOK,IP,BT,NEL,PLTH,RGEO,KAREA,EPS,MEFF,TAUTH,DATE,SHOT,TIME,AUXHEAT,CONFIG,WALMAT,DIVMAT,LIMMAT,Q95,POHM,AUXHEAT_ID,CONFIG_ID,WALMAT_ID,DIVMAT_ID,LIMMAT_ID
1515,HGELM,AUG,0.001998002662673058,0.7371640659767196,2.2948552949321046,1.515786356352645,0.5001690435774618,0.49119073888026615,-1.202760682965407,0.6931471805599453,-2.378171079950641,19950518,6483,4.0,NB,SN(L),C,C,C,3.329,557800.0,2,3,3,4,2
1516,HGELM,AUG,-0.0026033858701149278,0.9158906518528154,1.5045217424845405,0.9458495341156994,0.5050087384444258,0.4788814049191619,-1.2057849461688623,0.6931471805599453,-2.059638914383656,19960221,7439,3.0,NB,SN(L),C,W,C,3.859,379500.0,2,3,3,5,2
1517,HGELM,AUG,-0.0032051309489484468,0.9158906518528154,1.5629750380237595,0.9574326752053303,0.5056120567131032,0.47945012651290764,-1.2065898163882371,0.6931471805599453,-2.077842820316139,19960221,7440,3.0,NB,SN(L),C,W,C,3.856,392600.0,2,3,3,5,2
1518,HGELM,AUG,-0.0033054570087265927,0.9158906518528154,1.6419051025716018,0.9771976667776765,0.5062150112083075,0.48170983102124687,-1.2090085688200582,0.6931471805599453,-2.059638914383656,19960221,7441,3.0,NB,SN(L),C,W,C,3.857,425400.0,2,3,3,5,2
1519,HGELM,AUG,-0.0015011261262672026,0.9150900112976361,1.8864634046973525,1.5160059676415478,0.4989554511955033,0.4834630559151575,-1.2051878713041042,0.6931471805599453,-2.2730262907525014,19960221,7444,2.4,NB,SN(L),C,W,C,3.931,288500.0,2,3,3,5,2
1520,HGELM,AUG,-0.0021022080918701985,0.9150900112976361,1.9384538483788585,1.5551928975817044,0.501381164937991,0.48905289072529523,-1.2104544960481955,0.6931471805599453,-2.3413259213104762,19960221,7444,3.0,NB,SN(L),C,W,C,3.93,379000.0,2,3,3,5,2
1521,HGELM,AUG,-0.002402884616310426,0.9150900112976361,1.778843077294828,1.5245334053436563,0.4995624314872799,0.4849479791023867,-1.2076202247829795,0.6931471805599453,-2.2916451529557116,19960221,7446,2.4,NB,SN(L),C,W,C,3.935,288600.0,2,3,3,5,2
1522,HGELM,AUG,-0.0026033858701149278,0.9150900112976361,1.7949211325656338,1.5439389302014046,0.501381164937991,0.49112256507269314,-1.2118779838330493,0.6931471805599453,-2.314252897861728,19960221,7446,3.0,NB,SN(L),C,W,C,3.939,322200.0,2,3,3,5,2
1523,HGELM,AUG,-0.0030045090202987243,0.9150900112976361,1.7865794091865128,1.5184185140469317,0.501381164937991,0.4899376939820678,-1.2116745043329067,0.6931471805599453,-2.2886821878250543,19960221,7468,3.0,NB,SN(L),C,W,C,3.936,308700.0,2,3,3,5,2
1524,HGELM,AUG,-0.0025031302181185884,0.9150900112976361,1.8457740575342934,1.5098385472113456,0.498348102254878,0.4837277339141049,-1.2051886099468256,0.6931471805599453,-2.249044326066016,19960221,7469,2.4,NB,SN(L),C,W,C,3.941,238700.0,2,3,3,5,2
